,index,neighborhood,regions,year,livability_score,income,population,working_population,total_job_growth
0,774,Bavel,Bavel,2014,430,4400,5395,3970,"-7,9%"
1,102,Bavel,Bavel,2002,260,4400,5395,3970,"-7,9%"
2,1054,Bavel,Bavel,2019,510,4400,5395,3970,"-7,9%"
3,382,Bavel,Bavel,2007,300,4400,5395,3970,"-7,9%"
4,158,Bavel,Bavel,2003,260,4400,5395,3970,"-7,9%"
5,1110,Bavel,Bavel,2020,530,4400,5395,3970,"-7,9%"
6,718,Bavel,Bavel,2013,400,4400,5395,3970,"-7,9%"
7,662,Bavel,Bavel,2012,400,4400,5395,3970,"-7,9%"
8,1166,Bavel,Bavel,2021,530,4400,5395,3970,"-7,9%"
9,886,Bavel,Bavel,2016,470,4400,5395,3970,"-7,9%"
10,326,Bavel,Bavel,2006,290,4400,5395,3970,"-7,9%"
11,270,Bavel,Bavel,2005,280,4400,5395,3970,"-7,9%"
12,438,Bavel,Bavel,2008,320,4400,5395,3970,"-7,9%"
13,606,Bavel,Bavel,2011,390,4400,5395,3970,"-7,9%"
14,998,Bavel,Bavel,2018,480,4400,5395,3970,"-7,9%"
15,550,Bavel,Bavel,2010,360,4400,5395,3970,"-7,9%"
16,46,Bavel,Bavel,2001,250,4400,5395,3970,"-7,9%"
17,942,Bavel,Bavel,2017,470,4400,5395,3970,"-7,9%"
18,214,Bavel,Bavel,2004,260,4400,5395,3970,"-7,9%"
19,830,Bavel,Bavel,2015,450,4400,5395,3970,"-7,9%"
20,494,Bavel,Bavel,2009,340,4400,5395,3970,"-7,9%"
21,398,Belcrum,Breda noord,2008,240,2700,4005,3070,10.10%
22,678,Belcrum,Breda noord,2013,280,2700,4005,3070,10.10%
23,1014,Belcrum,Breda noord,2019,440,2700,4005,3070,10.10%
24,902,Belcrum,Breda noord,2017,400,2700,4005,3070,10.10%
25,454,Belcrum,Breda noord,2009,240,2700,4005,3070,10.10%
26,734,Belcrum,Breda noord,2014,300,2700,4005,3070,10.10%
27,1126,Belcrum,Breda noord,2021,490,2700,4005,3070,10.10%
28,566,Belcrum,Breda noord,2011,250,2700,4005,3070,10.10%
29,118,Belcrum,Breda noord,2003,160,2700,4005,3070,10.10%
30,230,Belcrum,Breda noord,2005,190,2700,4005,3070,10.10%
31,6,Belcrum,Breda noord,2001,150,2700,4005,3070,10.10%
32,622,Belcrum,Breda noord,2012,260,2700,4005,3070,10.10%
33,286,Belcrum,Breda noord,2006,190,2700,4005,3070,10.10%
34,958,Belcrum,Breda noord,2018,400,2700,4005,3070,10.10%
35,1070,Belcrum,Breda noord,2020,470,2700,4005,3070,10.10%
36,62,Belcrum,Breda noord,2002,160,2700,4005,3070,10.10%
37,790,Belcrum,Breda noord,2015,310,2700,4005,3070,10.10%
38,342,Belcrum,Breda noord,2007,210,2700,4005,3070,10.10%
39,846,Belcrum,Breda noord,2016,340,2700,4005,3070,10.10%
40,510,Belcrum,Breda noord,2010,250,2700,4005,3070,10.10%
41,174,Belcrum,Breda noord,2004,160,2700,4005,3070,10.10%
42,624,Biesdonk,Breda noord,2012,210,3900,4940,3690,7.40%
43,904,Biesdonk,Breda noord,2017,270,3900,4940,3690,7.40%
44,1128,Biesdonk,Breda noord,2021,340,3900,4940,3690,7.40%
45,456,Biesdonk,Breda noord,2009,190,3900,4940,3690,7.40%
46,960,Biesdonk,Breda noord,2018,270,3900,4940,3690,7.40%
47,64,Biesdonk,Breda noord,2002,130,3900,4940,3690,7.40%
48,512,Biesdonk,Breda noord,2010,190,3900,4940,3690,7.40%
49,848,Biesdonk,Breda noord,2016,250,3900,4940,3690,7.40%
50,176,Biesdonk,Breda noord,2004,150,3900,4940,3690,7.40%
51,232,Biesdonk,Breda noord,2005,140,3900,4940,3690,7.40%
52,8,Biesdonk,Breda noord,2001,130,3900,4940,3690,7.40%
53,1072,Biesdonk,Breda noord,2020,320,3900,4940,3690,7.40%
54,792,Biesdonk,Breda noord,2015,230,3900,4940,3690,7.40%
55,120,Biesdonk,Breda noord,2003,140,3900,4940,3690,7.40%
56,288,Biesdonk,Breda noord,2006,150,3900,4940,3690,7.40%
57,344,Biesdonk,Breda noord,2007,170,3900,4940,3690,7.40%
58,1016,Biesdonk,Breda noord,2019,300,3900,4940,3690,7.40%
59,736,Biesdonk,Breda noord,2014,240,3900,4940,3690,7.40%
60,568,Biesdonk,Breda noord,2011,210,3900,4940,3690,7.40%
61,680,Biesdonk,Breda noord,2013,210,3900,4940,3690,7.40%
62,400,Biesdonk,Breda noord,2008,180,3900,4940,3690,7.40%
63,300,Blauwe Kei,Breda zuid-oost,2006,200,2900,3890,2840,
64,468,Blauwe Kei,Breda zuid-oost,2009,230,2900,3890,2840,
65,972,Blauwe Kei,Breda zuid-oost,2018,340,2900,3890,2840,
66,1028,Blauwe Kei,Breda zuid-oost,2019,380,2900,3890,2840,
67,132,Blauwe Kei,Breda zuid-oost,2003,170,2900,3890,2840,
68,244,Blauwe Kei,Breda zuid-oost,2005,180,2900,3890,2840,
69,524,Blauwe Kei,Breda zuid-oost,2010,230,2900,3890,2840,
70,1140,Blauwe Kei,Breda zuid-oost,2021,410,2900,3890,2840,
71,1084,Blauwe Kei,Breda zuid-oost,2020,400,2900,3890,2840,
72,356,Blauwe Kei,Breda zuid-oost,2007,210,2900,3890,2840,
73,412,Blauwe Kei,Breda zuid-oost,2008,220,2900,3890,2840,
74,188,Blauwe Kei,Breda zuid-oost,2004,170,2900,3890,2840,
75,748,Blauwe Kei,Breda zuid-oost,2014,280,2900,3890,2840,
76,636,Blauwe Kei,Breda zuid-oost,2012,270,2900,3890,2840,
77,692,Blauwe Kei,Breda zuid-oost,2013,290,2900,3890,2840,
78,76,Blauwe Kei,Breda zuid-oost,2002,160,2900,3890,2840,
79,580,Blauwe Kei,Breda zuid-oost,2011,250,2900,3890,2840,
80,860,Blauwe Kei,Breda zuid-oost,2016,310,2900,3890,2840,
81,916,Blauwe Kei,Breda zuid-oost,2017,340,2900,3890,2840,
82,20,Blauwe Kei,Breda zuid-oost,2001,150,2900,3890,2840,
83,804,Blauwe Kei,Breda zuid-oost,2015,290,2900,3890,2840,
84,473,Boeimeer,Breda zuid,2009,330,4500,5795,4200,
85,1089,Boeimeer,Breda zuid,2020,590,4500,5795,4200,
86,641,Boeimeer,Breda zuid,2012,430,4500,5795,4200,
87,809,Boeimeer,Breda zuid,2015,520,4500,5795,4200,
88,697,Boeimeer,Breda zuid,2013,480,4500,5795,4200,
89,25,Boeimeer,Breda zuid,2001,190,4500,5795,4200,
90,137,Boeimeer,Breda zuid,2003,210,4500,5795,4200,
91,1033,Boeimeer,Breda zuid,2019,580,4500,5795,4200,
92,865,Boeimeer,Breda zuid,2016,490,4500,5795,4200,
93,977,Boeimeer,Breda zuid,2018,540,4500,5795,4200,
94,753,Boeimeer,Breda zuid,2014,480,4500,5795,4200,
95,305,Boeimeer,Breda zuid,2006,260,4500,5795,4200,
96,249,Boeimeer,Breda zuid,2005,230,4500,5795,4200,
97,361,Boeimeer,Breda zuid,2007,270,4500,5795,4200,
98,1145,Boeimeer,Breda zuid,2021,610,4500,5795,4200,
99,417,Boeimeer,Breda zuid,2008,300,4500,5795,4200,
100,529,Boeimeer,Breda zuid,2010,380,4500,5795,4200,
101,193,Boeimeer,Breda zuid,2004,220,4500,5795,4200,
102,921,Boeimeer,Breda zuid,2017,510,4500,5795,4200,
103,81,Boeimeer,Breda zuid,2002,200,4500,5795,4200,
104,585,Boeimeer,Breda zuid,2011,420,4500,5795,4200,
105,966,Brabantpark,Breda oost,2018,850,7900,9220,8200,
106,1022,Brabantpark,Breda oost,2019,930,7900,9220,8200,
107,518,Brabantpark,Breda oost,2010,590,7900,9220,8200,
108,742,Brabantpark,Breda oost,2014,730,7900,9220,8200,
109,350,Brabantpark,Breda oost,2007,520,7900,9220,8200,
110,70,Brabantpark,Breda oost,2002,450,7900,9220,8200,
111,294,Brabantpark,Breda oost,2006,460,7900,9220,8200,
112,854,Brabantpark,Breda oost,2016,780,7900,9220,8200,
113,14,Brabantpark,Breda oost,2001,440,7900,9220,8200,
114,798,Brabantpark,Breda oost,2015,760,7900,9220,8200,
115,1078,Brabantpark,Breda oost,2020,990,7900,9220,8200,
116,238,Brabantpark,Breda oost,2005,450,7900,9220,8200,
117,574,Brabantpark,Breda oost,2011,620,7900,9220,8200,
118,182,Brabantpark,Breda oost,2004,410,7900,9220,8200,
119,686,Brabantpark,Breda oost,2013,710,7900,9220,8200,
120,126,Brabantpark,Breda oost,2003,430,7900,9220,8200,
121,630,Brabantpark,Breda oost,2012,680,7900,9220,8200,
122,910,Brabantpark,Breda oost,2017,800,7900,9220,8200,
123,406,Brabantpark,Breda oost,2008,550,7900,9220,8200,
124,462,Brabantpark,Breda oost,2009,570,7900,9220,8200,
125,1134,Brabantpark,Breda oost,2021,1090,7900,9220,8200,
126,328,Buitengebied Bavel,Bavel,2006,20,400,530,460,"0,3%"
127,440,Buitengebied Bavel,Bavel,2008,30,400,530,460,"0,3%"
128,552,Buitengebied Bavel,Bavel,2010,30,400,530,460,"0,3%"
129,776,Buitengebied Bavel,Bavel,2014,60,400,530,460,"0,3%"
130,160,Buitengebied Bavel,Bavel,2003,20,400,530,460,"0,3%"
131,1056,Buitengebied Bavel,Bavel,2019,80,400,530,460,"0,3%"
132,1112,Buitengebied Bavel,Bavel,2020,90,400,530,460,"0,3%"
133,1168,Buitengebied Bavel,Bavel,2021,90,400,530,460,"0,3%"
134,944,Buitengebied Bavel,Bavel,2017,70,400,530,460,"0,3%"
135,104,Buitengebied Bavel,Bavel,2002,20,400,530,460,"0,3%"
136,216,Buitengebied Bavel,Bavel,2004,20,400,530,460,"0,3%"
137,832,Buitengebied Bavel,Bavel,2015,60,400,530,460,"0,3%"
138,272,Buitengebied Bavel,Bavel,2005,20,400,530,460,"0,3%"
139,496,Buitengebied Bavel,Bavel,2009,20,400,530,460,"0,3%"
140,720,Buitengebied Bavel,Bavel,2013,60,400,530,460,"0,3%"
141,888,Buitengebied Bavel,Bavel,2016,60,400,530,460,"0,3%"
142,608,Buitengebied Bavel,Bavel,2011,50,400,530,460,"0,3%"
143,48,Buitengebied Bavel,Bavel,2001,20,400,530,460,"0,3%"
144,1000,Buitengebied Bavel,Bavel,2018,70,400,530,460,"0,3%"
145,664,Buitengebied Bavel,Bavel,2012,50,400,530,460,"0,3%"
146,384,Buitengebied Bavel,Bavel,2007,30,400,530,460,"0,3%"
147,1116,Buitengebied Prinsenbeek,Prinsenbeek,2020,120,700,900,660,"11,5%"
148,220,Buitengebied Prinsenbeek,Prinsenbeek,2004,40,700,900,660,"11,5%"
149,500,Buitengebied Prinsenbeek,Prinsenbeek,2009,50,700,900,660,"11,5%"
150,1172,Buitengebied Prinsenbeek,Prinsenbeek,2021,130,700,900,660,"11,5%"
151,836,Buitengebied Prinsenbeek,Prinsenbeek,2015,110,700,900,660,"11,5%"
152,108,Buitengebied Prinsenbeek,Prinsenbeek,2002,40,700,900,660,"11,5%"
153,1004,Buitengebied Prinsenbeek,Prinsenbeek,2018,120,700,900,660,"11,5%"
154,388,Buitengebied Prinsenbeek,Prinsenbeek,2007,40,700,900,660,"11,5%"
155,164,Buitengebied Prinsenbeek,Prinsenbeek,2003,30,700,900,660,"11,5%"
156,556,Buitengebied Prinsenbeek,Prinsenbeek,2010,50,700,900,660,"11,5%"
157,276,Buitengebied Prinsenbeek,Prinsenbeek,2005,40,700,900,660,"11,5%"
158,892,Buitengebied Prinsenbeek,Prinsenbeek,2016,110,700,900,660,"11,5%"
159,780,Buitengebied Prinsenbeek,Prinsenbeek,2014,100,700,900,660,"11,5%"
160,52,Buitengebied Prinsenbeek,Prinsenbeek,2001,30,700,900,660,"11,5%"
161,724,Buitengebied Prinsenbeek,Prinsenbeek,2013,100,700,900,660,"11,5%"
162,444,Buitengebied Prinsenbeek,Prinsenbeek,2008,50,700,900,660,"11,5%"
163,948,Buitengebied Prinsenbeek,Prinsenbeek,2017,120,700,900,660,"11,5%"
164,332,Buitengebied Prinsenbeek,Prinsenbeek,2006,40,700,900,660,"11,5%"
165,668,Buitengebied Prinsenbeek,Prinsenbeek,2012,100,700,900,660,"11,5%"
166,1060,Buitengebied Prinsenbeek,Prinsenbeek,2019,120,700,900,660,"11,5%"
167,612,Buitengebied Prinsenbeek,Prinsenbeek,2011,100,700,900,660,"11,5%"
168,1007,Buitengebied Teteringen,Tetrigen,2018,10,100,190,120,"131,8%"
169,335,Buitengebied Teteringen,Tetrigen,2006,10,100,190,120,"131,8%"
170,895,Buitengebied Teteringen,Tetrigen,2016,10,100,190,120,"131,8%"
171,223,Buitengebied Teteringen,Tetrigen,2004,10,100,190,120,"131,8%"
172,559,Buitengebied Teteringen,Tetrigen,2010,10,100,190,120,"131,8%"
173,1063,Buitengebied Teteringen,Tetrigen,2019,10,100,190,120,"131,8%"
174,671,Buitengebied Teteringen,Tetrigen,2012,10,100,190,120,"131,8%"
175,391,Buitengebied Teteringen,Tetrigen,2007,10,100,190,120,"131,8%"
176,503,Buitengebied Teteringen,Tetrigen,2009,10,100,190,120,"131,8%"
177,951,Buitengebied Teteringen,Tetrigen,2017,10,100,190,120,"131,8%"
178,727,Buitengebied Teteringen,Tetrigen,2013,10,100,190,120,"131,8%"
179,783,Buitengebied Teteringen,Tetrigen,2014,10,100,190,120,"131,8%"
180,447,Buitengebied Teteringen,Tetrigen,2008,10,100,190,120,"131,8%"
181,279,Buitengebied Teteringen,Tetrigen,2005,10,100,190,120,"131,8%"
182,839,Buitengebied Teteringen,Tetrigen,2015,10,100,190,120,"131,8%"
183,615,Buitengebied Teteringen,Tetrigen,2011,10,100,190,120,"131,8%"
184,1175,Buitengebied Teteringen,Tetrigen,2021,10,100,190,120,"131,8%"
185,167,Buitengebied Teteringen,Tetrigen,2003,10,100,190,120,"131,8%"
186,1119,Buitengebied Teteringen,Tetrigen,2020,20,100,190,120,"131,8%"
187,55,Buitengebied Teteringen,Tetrigen,2001,10,100,190,120,"131,8%"
188,111,Buitengebied Teteringen,Tetrigen,2002,10,100,190,120,"131,8%"
189,50,Buitengebied Ulvenhout,Uvelhout,2001,20,200,250,200,"6,6%"
190,666,Buitengebied Ulvenhout,Uvelhout,2012,40,200,250,200,"6,6%"
191,722,Buitengebied Ulvenhout,Uvelhout,2013,40,200,250,200,"6,6%"
192,218,Buitengebied Ulvenhout,Uvelhout,2004,20,200,250,200,"6,6%"
193,610,Buitengebied Ulvenhout,Uvelhout,2011,40,200,250,200,"6,6%"
194,274,Buitengebied Ulvenhout,Uvelhout,2005,20,200,250,200,"6,6%"
195,162,Buitengebied Ulvenhout,Uvelhout,2003,20,200,250,200,"6,6%"
196,1058,Buitengebied Ulvenhout,Uvelhout,2019,60,200,250,200,"6,6%"
197,946,Buitengebied Ulvenhout,Uvelhout,2017,50,200,250,200,"6,6%"
198,554,Buitengebied Ulvenhout,Uvelhout,2010,30,200,250,200,"6,6%"
199,498,Buitengebied Ulvenhout,Uvelhout,2009,30,200,250,200,"6,6%"
200,778,Buitengebied Ulvenhout,Uvelhout,2014,40,200,250,200,"6,6%"
201,890,Buitengebied Ulvenhout,Uvelhout,2016,40,200,250,200,"6,6%"
202,1114,Buitengebied Ulvenhout,Uvelhout,2020,60,200,250,200,"6,6%"
203,386,Buitengebied Ulvenhout,Uvelhout,2007,20,200,250,200,"6,6%"
204,442,Buitengebied Ulvenhout,Uvelhout,2008,20,200,250,200,"6,6%"
205,1002,Buitengebied Ulvenhout,Uvelhout,2018,50,200,250,200,"6,6%"
206,834,Buitengebied Ulvenhout,Uvelhout,2015,40,200,250,200,"6,6%"
207,330,Buitengebied Ulvenhout,Uvelhout,2006,20,200,250,200,"6,6%"
208,106,Buitengebied Ulvenhout,Uvelhout,2002,20,200,250,200,"6,6%"
209,1170,Buitengebied Ulvenhout,Uvelhout,2021,60,200,250,200,"6,6%"
210,897,Chass,Breda centrum,2017,480,2800,3230,2590,-3.80%
211,393,Chass,Breda centrum,2008,390,2800,3230,2590,-3.80%
212,57,Chass,Breda centrum,2002,300,2800,3230,2590,-3.80%
213,169,Chass,Breda centrum,2004,310,2800,3230,2590,-3.80%
214,617,Chass,Breda centrum,2012,460,2800,3230,2590,-3.80%
215,449,Chass,Breda centrum,2009,420,2800,3230,2590,-3.80%
216,1065,Chass,Breda centrum,2020,520,2800,3230,2590,-3.80%
217,281,Chass,Breda centrum,2006,340,2800,3230,2590,-3.80%
218,561,Chass,Breda centrum,2011,450,2800,3230,2590,-3.80%
219,113,Chass,Breda centrum,2003,290,2800,3230,2590,-3.80%
220,673,Chass,Breda centrum,2013,470,2800,3230,2590,-3.80%
221,953,Chass,Breda centrum,2018,510,2800,3230,2590,-3.80%
222,505,Chass,Breda centrum,2010,450,2800,3230,2590,-3.80%
223,337,Chass,Breda centrum,2007,370,2800,3230,2590,-3.80%
224,1009,Chass,Breda centrum,2019,500,2800,3230,2590,-3.80%
225,1121,Chass,Breda centrum,2021,570,2800,3230,2590,-3.80%
226,785,Chass,Breda centrum,2015,480,2800,3230,2590,-3.80%
227,729,Chass,Breda centrum,2014,470,2800,3230,2590,-3.80%
228,1,Chass,Breda centrum,2001,300,2800,3230,2590,-3.80%
229,841,Chass,Breda centrum,2016,470,2800,3230,2590,-3.80%
230,225,Chass,Breda centrum,2005,320,2800,3230,2590,-3.80%
231,1069,City,Breda centrum,2020,820,2300,2530,2360,-4.20%
232,733,City,Breda centrum,2014,710,2300,2530,2360,-4.20%
233,565,City,Breda centrum,2011,700,2300,2530,2360,-4.20%
234,285,City,Breda centrum,2006,610,2300,2530,2360,-4.20%
235,341,City,Breda centrum,2007,630,2300,2530,2360,-4.20%
236,229,City,Breda centrum,2005,580,2300,2530,2360,-4.20%
237,509,City,Breda centrum,2010,670,2300,2530,2360,-4.20%
238,957,City,Breda centrum,2018,730,2300,2530,2360,-4.20%
239,789,City,Breda centrum,2015,700,2300,2530,2360,-4.20%
240,397,City,Breda centrum,2008,660,2300,2530,2360,-4.20%
241,453,City,Breda centrum,2009,680,2300,2530,2360,-4.20%
242,845,City,Breda centrum,2016,680,2300,2530,2360,-4.20%
243,117,City,Breda centrum,2003,560,2300,2530,2360,-4.20%
244,5,City,Breda centrum,2001,570,2300,2530,2360,-4.20%
245,1013,City,Breda centrum,2019,760,2300,2530,2360,-4.20%
246,621,City,Breda centrum,2012,700,2300,2530,2360,-4.20%
247,61,City,Breda centrum,2002,570,2300,2530,2360,-4.20%
248,1125,City,Breda centrum,2021,860,2300,2530,2360,-4.20%
249,901,City,Breda centrum,2017,720,2300,2530,2360,-4.20%
250,173,City,Breda centrum,2004,560,2300,2530,2360,-4.20%
251,677,City,Breda centrum,2013,700,2300,2530,2360,-4.20%
252,959,Doornbos-Linie,Breda noord,2018,370,3500,4390,3490,
253,287,Doornbos-Linie,Breda noord,2006,170,3500,4390,3490,
254,511,Doornbos-Linie,Breda noord,2010,240,3500,4390,3490,
255,847,Doornbos-Linie,Breda noord,2016,330,3500,4390,3490,
256,1015,Doornbos-Linie,Breda noord,2019,380,3500,4390,3490,
257,903,Doornbos-Linie,Breda noord,2017,350,3500,4390,3490,
258,735,Doornbos-Linie,Breda noord,2014,310,3500,4390,3490,
259,567,Doornbos-Linie,Breda noord,2011,260,3500,4390,3490,
260,455,Doornbos-Linie,Breda noord,2009,230,3500,4390,3490,
261,343,Doornbos-Linie,Breda noord,2007,190,3500,4390,3490,
262,791,Doornbos-Linie,Breda noord,2015,320,3500,4390,3490,
263,7,Doornbos-Linie,Breda noord,2001,170,3500,4390,3490,
264,119,Doornbos-Linie,Breda noord,2003,170,3500,4390,3490,
265,399,Doornbos-Linie,Breda noord,2008,210,3500,4390,3490,
266,231,Doornbos-Linie,Breda noord,2005,160,3500,4390,3490,
267,63,Doornbos-Linie,Breda noord,2002,160,3500,4390,3490,
268,1127,Doornbos-Linie,Breda noord,2021,480,3500,4390,3490,
269,623,Doornbos-Linie,Breda noord,2012,290,3500,4390,3490,
270,679,Doornbos-Linie,Breda noord,2013,310,3500,4390,3490,
271,1071,Doornbos-Linie,Breda noord,2020,410,3500,4390,3490,
272,175,Doornbos-Linie,Breda noord,2004,170,3500,4390,3490,
273,427,Effen-Rith,Breda west,2008,60,700,840,630,-9.00%
274,1155,Effen-Rith,Breda west,2021,150,700,840,630,-9.00%
275,91,Effen-Rith,Breda west,2002,50,700,840,630,-9.00%
276,483,Effen-Rith,Breda west,2009,60,700,840,630,-9.00%
277,1043,Effen-Rith,Breda west,2019,140,700,840,630,-9.00%
278,987,Effen-Rith,Breda west,2018,140,700,840,630,-9.00%
279,1099,Effen-Rith,Breda west,2020,150,700,840,630,-9.00%
280,315,Effen-Rith,Breda west,2006,50,700,840,630,-9.00%
281,203,Effen-Rith,Breda west,2004,50,700,840,630,-9.00%
282,707,Effen-Rith,Breda west,2013,100,700,840,630,-9.00%
283,147,Effen-Rith,Breda west,2003,50,700,840,630,-9.00%
284,539,Effen-Rith,Breda west,2010,60,700,840,630,-9.00%
285,35,Effen-Rith,Breda west,2001,50,700,840,630,-9.00%
